Excavation Siglum;Excavation Numbers;Clemens 2001;Clemens 2001 type;Description;Genre;Object Type;Museum Number;Archive/General area;detail in general;Full TEO Findspot;Topographic Point;Find Depth;Associated Text;Script;Language;Size;KTU3;possible relevant (religious) genres;seal;note
RS;['94.2559'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8034;House of Urtenu;;Quartier Sud Centre;;;RS 94.2559;Logosyllabic;Akkadian;88 x 86 x 20;;;;
RS;['18.[432]'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;;;unknown;;;RS 18.[432];Alphabetic;Ugaritic;14 x 12 x 6;7.104;;;
RS;['94.2561'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8036;House of Urtenu;;Quartier Sud Centre;;;RS 94.2561;Logosyllabic;Akkadian;71 x 59 x 24;;;;
RS;['94.2562'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8037;House of Urtenu;;Quartier Sud Centre;;;RS 94.2562;Logosyllabic;Akkadian;82 x 64 x 20;;;;
RS;['18.[433]'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;;;unknown;;;RS 18.[433];Alphabetic;Ugaritic;11 x 13 x 3;7.105;;;
RS;['94.2564'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8039;House of Urtenu;;Quartier Sud Centre;;;RS 94.2564;Logosyllabic;Akkadian;86 x 29 x 27;;;;
RS;['94.2565'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8040;House of Urtenu;;Quartier Sud Centre;;;RS 94.2565;Logosyllabic;Akkadian;70 x 55 x 25;;;;
RS;['94.2566'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8041;House of Urtenu;;Quartier Sud Centre;;;RS 94.2566;Logosyllabic;Akkadian;67 x 37 x 16;;;;
RS;['94.2567'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.2567;;;;;;;
RS;['20.136'];;Lexical, DNN;"Tablet, Logosyllabic Akkadian; Alphabetic Ugaritic";;Tablet;DO 5308;House of Rapanu;;"Quartier Rés., M. de Rapanu, room 6, p.t. 1811 ? 0,60; 1827 ? 1,45";1811;;RS 20.136;"Logosyllabic; Alphabetic";"Akkadian; Ugaritic";39 x 60 x 13;5.26;;;
RS;['94.2570', '94.2520'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8013;House of Urtenu;;Quartier Sud Centre;;;RS 94.2520+;Logosyllabic;Akkadian;73 x 46 x 29;;;;
RS;['94.2571'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8043;House of Urtenu;;Quartier Sud Centre;;;RS 94.2571;Logosyllabic;Akkadian;101 x 76 x 34;;;;
RS;['94.2572'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8044;House of Urtenu;;Quartier Sud Centre;;;RS 94.2572;Logosyllabic;Akkadian;97 x 64 x 29;;;;
RS;['94.2573'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8045;House of Urtenu;;Quartier Sud Centre;;;RS 94.2573;Logosyllabic;Akkadian;58 x 59 x 28;;;;
RS;['94.2574'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8046;House of Urtenu;;Quartier Sud Centre;;;RS 94.2574;Logosyllabic;Akkadian;73 x 50 x 24;;;;
RS;['94.2575', '94.2599', '94.2361'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 7894;House of Urtenu;;Quartier Sud Centre;;;RS 94.2361+;Logosyllabic;Akkadian;16 x 34 x 24;;;;
RS;['94.2576', '94.2481'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 7985;House of Urtenu;;Quartier Sud Centre;;;RS 94.2481+;Logosyllabic;Akkadian;76 x 66 x 30;;;;
RS;['1-11.[013]'];;;;;Tablet;M3447 = A7296;;;unknown;;;RS 1-11.[013];Alphabetic;Ugaritic;27 x 12 x 11;7.11;;;
RS;['94.2578'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8048;House of Urtenu;;Quartier Sud Centre;;;RS 94.2578;Logosyllabic;Akkadian;110 x 74 x 30;;;;
RS;['94.2579'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8049;House of Urtenu;;Quartier Sud Centre;;;RS 94.2579;Logosyllabic;Akkadian;75 x 56 x 23;;;;
RS;['18.[506]'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;;;unknown;;;RS 18.[506];Alphabetic;Ugaritic;12 x 12 x 6;7.119;;;
RS;['94.2581'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.2581;Logosyllabic;Akkadian;?;;;;
RS;['94.2582'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8051;House of Urtenu;;Quartier Sud Centre;;;RS 94.2582;Logosyllabic;Akkadian;62 x 42 x 14;;;;
RS;['94.2583'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.2583;Logosyllabic;Akkadian;30 x 37 x 20;;;;
RS;['94.2584'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8052;House of Urtenu;;Quartier Sud Centre;;;RS 94.2584;Logosyllabic;Akkadian;80 x 59 x 30;;;;
RS;['94.2585'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8053;House of Urtenu;;Quartier Sud Centre;;;RS 94.2585;Logosyllabic;Akkadian;83 x 69 x 20;;;;
RS;['94.2586'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;;;;25 x 34 x 17;;;;
RS;['94.2587'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8054;House of Urtenu;;Quartier Sud Centre;;;RS 94.2587;Logosyllabic;Akkadian;74 x 54 x 27;;;;
RS;['94.2588', '94.2447', '94.2590'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8055;House of Urtenu;;Quartier Sud Centre;;;RS 94.2447+;Logosyllabic;Akkadian;51 x 62 x 11;;;;
RS;['94.2589'];PRAVDA;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8056;House of Urtenu;;Quartier Sud Centre;;;RS 94.2589;Logosyllabic;Akkadian;46 x 72 x 24;;;;
RS;['94.2591'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8057;House of Urtenu;;Quartier Sud Centre;;;RS 94.2591;Logosyllabic;Akkadian;83 x 66 x 30;;;;
RS;['1-11.[012]'];;;;;Tablet;M3446 = A7295;;;unknown;;;RS 1-11.[012];Alphabetic;Ugaritic;20 x 17 x 19;7.12;;;
RS;['94.2593'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8059;House of Urtenu;;Quartier Sud Centre;;;RS 94.2593;Logosyllabic;Akkadian;108 x 71 x 28;;;;
RS;['94.2594'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.2594;Logosyllabic;Akkadian;26 x 27 x 19;;;;
RS;['94.2595'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8060;House of Urtenu;;Quartier Sud Centre;;;RS 94.2595;Logosyllabic;Akkadian;69 x 51 x 11;;;;
RS;['94.2596'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;;;;62 x 93 x 23;;;;
RS;['94.2597'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8061;House of Urtenu;;Quartier Sud Centre;;;RS 94.2597;Logosyllabic;Akkadian;71 x 55 x 21;;;;
RS;['94.2598'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8062;House of Urtenu;;Quartier Sud Centre;;;RS 94.2598;Logosyllabic;Akkadian;60 x 48 x 22;;;;
RS;['1-11.[011]'];;;;;Tablet;M3445 = A7294;;;unknown;;;RS 1-11.[011];Alphabetic;Ugaritic;23 x 15 x 11;7.13;;;
RS;['94.2601'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8064;House of Urtenu;;Quartier Sud Centre;;;RS 94.2601;Logosyllabic;Akkadian;65 x 40 x 22;;;;
RS;['94.2602'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8065;House of Urtenu;;Quartier Sud Centre;;;RS 94.2602;Logosyllabic;Akkadian;109 x 69 x 35;;;;
RS;['20.252B'];;;;;;;Residential District;;Residential District, dump;;;;Alphabetic;Ugaritic;17 x 34 x 19;7.131;;;
RS;['94.2604'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8067;House of Urtenu;;Quartier Sud Centre;;;RS 94.2604;Logosyllabic;Akkadian;65 x 47 x 22;;;;
RS;['94.2605'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8068;House of Urtenu;;Quartier Sud Centre;;;RS 94.2605;Logosyllabic;Akkadian;50 x 75 x 27;;;;
RS;['94.2606'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;;;;55 x 55 x 16;;;;
RS;['94.2607'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8069;House of Urtenu;;Quartier Sud Centre;;;RS 94.2607;Logosyllabic;Akkadian;53 x 54 x 19;;;;
RS;['94.2608'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8070;House of Urtenu;;Quartier Sud Centre;;;RS 94.2608;Logosyllabic;Akkadian;55 x 60 x 26;;;;
RS;['94.2609'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;;;;34 x 30 x 20;;;;
RS;['94.2610'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8071;House of Urtenu;;Quartier Sud Centre;;;RS 94.2610;Logosyllabic;Akkadian;116 x 125 x 30;;;;
RS;['94.2611'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8072;House of Urtenu;;Quartier Sud Centre;;;RS 94.2611;Logosyllabic;Akkadian;44 x 39 x 26;;;;
RS;['94.2613'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8073;House of Urtenu;;Quartier Sud Centre;;;RS 94.2613;Logosyllabic;Akkadian;53 x 70 x 20;;;;
RS;['94.2273'];;;Tablet, Alphabetic Ugaritic, Logosyllabic Akkadian;;Tablet;DO 7870;House of Urtenu;;Quartier Sud Centre;;;RS 94.2273;"Logosyllabic; Alphabetic";"Akkadian; Ugaritic";58 x 77 x 28;5.33;;;
RS;['94.2615'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8075;House of Urtenu;;Quartier Sud Centre;;;RS 94.2615;Logosyllabic;Akkadian;73 x 21 x 14;;;;
RS;['94.2617'];;;Tablet, Alphabetic Ugaritic, Logosyllabic Akkadian;;Tablet;DO 8076;House of Urtenu;;Quartier Sud Centre;;;RS 94.2617;"Logosyllabic; Alphabetic";"Akkadian; Ugaritic";74 x 59 x 25;5.34;;;
RS;['23.497'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of the Literary Tablets;;Ville Sud, Maison aux Textes Littéraires, p.t. 2568 ? 1,30;2568;1,3;RS 23.497;Alphabetic;Ugaritic;45 x 40 x 21;7.132;;;
RS;['1-11.[054]'];;;;;Tablet;AO 20.001 [h];;;unknown;;;RS 1-11.[054];Alphabetic;Ugaritic;25 x 20 x 9;7.14;;;
RS;['94.2621'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;;;;33 x 78 x 3;;;;
RS;['94.2622'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8078;House of Urtenu;;Quartier Sud Centre;;;RS 94.2622;Logosyllabic;Akkadian;95 x 101 x 25;;;;
RS;['94.2939'];PRAVDA;Lexical;"Tablet, Logosyllabic Akkadian; Hurrian; Sumerian";;Tablet;DO 8079;House of Urtenu;;Quartier Sud Centre;;;RS 94.2939;Logosyllabic;"Akkadian; Hurrian; Sumerian";18 x 133 x 48;;;;
RS;['94.2940'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8080;House of Urtenu;;Quartier Sud Centre;;;RS 94.2940;Logosyllabic;Akkadian;40 x 42 x 24;;;;
RS;['94.2941'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.2941;Logosyllabic;Akkadian;22 x 24 x 18;;;;
RS;['94.2942', '94.2555'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8032;House of Urtenu;;Quartier Sud Centre;;;RS 94.2555+;Logosyllabic;Akkadian;60 x 70 x 16;;;;
RS;['1-11.[053]'];;;;;Tablet;AO 20.001 [I];;;unknown;;;RS 1-11.[053];Alphabetic;Ugaritic;29 x 31 x 20;7.15;;;
RS;['1-11.[117]'];;;;;Tablet;AO 25.172;;;unknown;;;RS 1-11.[117];Alphabetic;Ugaritic;13 x 7 x 8;7.18;;;
RS;['96.2042'];;;Tablet, Alphabetic Ugaritic, Logosyllabic Akkadian;;Tablet;DO 8111;House of Urtenu;;Quartier Sud Centre;;;RS 96.2042;"Logosyllabic; Alphabetic";"Akkadian; Ugaritic";27 x 40 x 20;6.105;;+seal inscription/+amrp seal;
RS;['5.219', '1-11.[049]', '5.219=1-11.[049]'];;;Tablet, Alphabetic Ugaritic;;Tablet;AO 25.174;Acropolis;;Acropole «Tr. T IV p.t. 81-82 ? 1,0-1,20» (=p.t. 484/486);;;RS 5.219;Alphabetic;Ugaritic;30 x 20 x 6;7.19;;;
RS;['94.2947'];;;Tablet;;Tablet;;;;;;;RS 94.2947;;;;;;;
RS;['5.262'];;;Label with alphabetic Ugaritic text and seal impression with hieroglyphic Hittite;;Label;AO 28.064;Acropolis;;Acropole «Tr. tablette p.t. 16 ? 0,60» (= p.t. 572);16;0,6;"RS 5.262; RS 5.262 impression";"Alphabetic; Hieroglyphic";"Ugaritic; Hittite";22 x 27 x 16;6.11;;+hittite seal inscription;
RS;['94.2949'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.2949;Logosyllabic;Akkadian;50 x 44 x 23;;;;
RS;['94.2951'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8084;House of Urtenu;;Quartier Sud Centre;;;RS 94.2951;Logosyllabic;Akkadian;45 x 35 x 21;;;;
RS;['94.2952', '94.2620'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8077;House of Urtenu;;Quartier Sud Centre;;;RS 94.2620+;Logosyllabic;Akkadian;53 x 43 x 23;;;;
RS;['94.2958', '94.5001'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8086;House of Urtenu;;Quartier Sud Centre;;;RS 94.2958+;Logosyllabic;Akkadian;62 x 53 x 25;;;;
RS;['94.2955'];;;Tablet;;Tablet;;;;;;;RS 94.2955;;;;;;;
RS;['1-11.[119]', '5.220', '1-11.[119]=5.220'];;;Tablet, Alphabetic Ugaritic;;Tablet;AO 25.175;Acropolis;;Acropole «Tr. T IV p.t. 81-82 ? 1,0-1,20» (=p.t. 484/486);;;RS 5.220;Alphabetic;Ugaritic;23 x 33 x 7;7.20;;;
RS;['94.2959'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.2959;Logosyllabic;Akkadian;25 x 20 x 13;;;;
RS;['94.2962', '94.2458'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 7967;House of Urtenu;;Quartier Sud Centre;;;RS 94.2458+;Logosyllabic;Akkadian;84 x 60 x 25;;;;
RS;['1-11.[014]'];;;;;Tablet;M3453 = A7302;;;unknown;;;RS 1-11.[014];Alphabetic;Ugaritic;26 x 12 x 12;7.21;;;
RS;['28.059F'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of the Literary Tablets;;Ville Sud, Maison aux Textes Littéraires, p.t. 2612 ? 0,40;2612;0,4;RS 28.059F;Alphabetic;Ugaritic;10 x 11 x 9;7.214;;;
RS;['No.143', '1.[050]'];;;Seal, Alphabetic Ugaritic;;Seal;AO 11.731;Minet el-Beida;;Minet el-Beida Région 6;;;RS 1.[050];Alphabetic;Ugaritic;24 x 13;6.5;;+seal inscription;
RS;['28.059K'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of the Literary Tablets;;Ville Sud, Maison aux Textes Littéraires, p.t. 2612 ? 0,40;2612;0,4;RS 28.059K;Alphabetic;Ugaritic;10 x 7 x 7;7.215;;;
RS;['94.2995'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8090;House of Urtenu;;Quartier Sud Centre;;;RS 94.2995;Logosyllabic;Akkadian;44 x 24 x 21;;;;
RS;['94.2996'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8091;House of Urtenu;;Quartier Sud Centre;;;RS 94.2996;Logosyllabic;Akkadian;80 x 57 x 16;;;;
RS;['28.059L'];;;Tablet, Alphabetic Ugaritic;;Tablet;;House of the Literary Tablets;;Ville Sud, Maison aux Textes Littéraires, p.t. 2612 ? 0,40;2612;0,4;RS 28.059L;Alphabetic;Ugaritic;8 x 14 x 6;7.216;;;
RS;['94.2994'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.2994;;;;;;;
RS;['94.2997'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8092;House of Urtenu;;Quartier Sud Centre;;;RS 94.2997;Logosyllabic;Akkadian;80 x 68 x 19;;;;
RS;['94.2998'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8093;House of Urtenu;;Quartier Sud Centre;;;RS 94.2998;Logosyllabic;Akkadian;85 x 39 x 35;;;;
RS;['94.2999'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8094;House of Urtenu;;Quartier Sud Centre;;;RS 94.2999;Logosyllabic;Akkadian;80 x 63 x 28;;;;
RS;['94.5005'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.5005;Logosyllabic;Akkadian;35 x 20 x 19;;;;
RS;['94.5008'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.5008;Logosyllabic;Akkadian;?;;;;
RS;['1-11.[009]'];;;;;Tablet;M3442 = A7291;;;unknown;;;RS 1-11.[009];Alphabetic;Ugaritic;27 x 23 x 20;7.22;;;
;['Hiroshima'];;;;;;;outside;;;;;;Alphabetic;Ugaritic;46 x 50 x 15;7.222;;;
RS;['19.064'];;;Tablet, Logosyllabic Akkadian with Alphabetic Ugaritic seal impression;;Tablet;DO 5050;Between Royal Palace and South Palace;;Entre Palais Royal et Palais Sud, p.t. 1596 ? 0,90;1596;0,9;"RS 19.064; RS 19.064 seal impression";"Logosyllabic; Alphabetic";"Akkadian; Ugaritic";38 x 53 x 20;6.65;;+seal inscription;
RS;['94.5006'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;;;;75 x 35 x 24;;;;
RS;['94.5007'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;;;;34 x 32 x 12;;;;
RS;['94.5010'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.5010;Logosyllabic;Akkadian;16 x 17 x 13;;;;
RS;['94.5011', '94.2551B', '94.2551A', '94.2465', '94.2963'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 7973;House of Urtenu;;Quartier Sud Centre;;;RS 94.2465+;Logosyllabic;Akkadian;80 x 75 x 24;;;;
RS;['94.5012'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8097;House of Urtenu;;Quartier Sud Centre;;;RS 94.5012;Logosyllabic;Akkadian;32 x 24 x 16;;;;
RS;['94.5013'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8098;House of Urtenu;;Quartier Sud Centre, room 2135;;;RS 94.5013;Logosyllabic;Akkadian;88 x 61 x 30;;;;
RS;['94.5020'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.5020;Logosyllabic;Akkadian;79 x 42 x 11;;;;
RS;['94.5021'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.5021;Logosyllabic;Akkadian;40 x 40 x 19;;;;
RS;['94.5014'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.5014;;;;;;;
RS;['94.2181', '94.2376'];;;Tablet, Alphabetic Ugaritic;;Tablet;DO 7852;House of Urtenu;;Quartier Sud Centre;;;RS 94.2181+;Alphabetic;Ugaritic;107 x 71 x 25;7.223;;;
RS;['94.2454'];;;Tablet, Alphabetic Ugaritic;;Tablet;DO 7964;House of Urtenu;;Quartier Sud Centre;;;RS 94.2454;Alphabetic;Ugaritic;47 x 100 x 27;7.224;;;
RS;['94.5022'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.5022;Logosyllabic;Akkadian;54 x 42 x 32;;;;
RS;['94.5023'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.5023;Logosyllabic;Akkadian;38 x 34 x 20;;;;
RS;['94.5024'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.5024;Logosyllabic;Akkadian;27 x 30 x 10;;;;
RS;['94.5025'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8101;House of Urtenu;;Quartier Sud Centre;;;RS 94.5025;Logosyllabic;Akkadian;95 x 62 x 21;;;;
RS;['94.5026B'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8102;House of Urtenu;;Quartier Sud Centre;;;RS 94.5026B;Logosyllabic;Akkadian;19 x 14 x 11;;;;
RS;['94.5027', '94.5026A'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8102;House of Urtenu;;Quartier Sud Centre;;;RS 94.5026A+;Logosyllabic;Akkadian;11 x 91 x 38;;;;
RS;['94.5030', '94.2384'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 7910;House of Urtenu;;Quartier Sud Centre;;;RS 94.2384+;Logosyllabic;Akkadian;108 x 67 x 17;;;;
RS;['96.2023', '96.2092', '94.2956', '94.2954', '94.2569'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8042;House of Urtenu;;Quartier Sud Centre;;;RS 94.2569+;Logosyllabic;Akkadian;80 x 46 x 10;;;;
RS;['96.2024', '96.2025'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8106;House of Urtenu;;Quartier Sud Centre;;;RS 96.2024+;Logosyllabic;Akkadian;75 x 47 x 28;;;;
RS;['96.2026A'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 96.2026A;Logosyllabic;Akkadian;60 x 38 x 20;;;;
RS;['94.5031'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.5031;;;;;;;
RS;['94.9521'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.9521;;;;;;;
RS;['94.2459'];;;Tablet, Alphabetic Ugaritic;;Tablet;DO 7968;House of Urtenu;;Quartier Sud Centre;;;RS 94.2459;Alphabetic;Ugaritic;46 x 25 x 16;7.225;;;
RS;['94.2568', '94.2488'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.2488+;Alphabetic;Ugaritic;69 x 78 x 23;7.226;;;
RS;['96.2019'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;;;;27 x 42 x 12;;;;
RS;['94.2541'];;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 94.2541;Alphabetic;Ugaritic;49 x 47 x 23;7.227;;;
RS;['96.2022'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;;;;31 x 68 x 16;;;;
RS;['96.2027'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8107;House of Urtenu;;Quartier Sud Centre;;;RS 96.2027;Logosyllabic;Akkadian;180 x 92 x 45;;;;
RS;['96.2028'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 96.2028;Logosyllabic;Akkadian;54 x 18 x 23;;;;
RS;['96.2029'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 96.2029;Logosyllabic;Akkadian;?;;;;
RS;['96.2026B'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;;;;21 x 20 x 21;;;;
RS;['96.2030'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8108;House of Urtenu;;Quartier Sud Centre;;;RS 96.2030;Logosyllabic;Akkadian;62 x 47 x 21;;;;
RS;['96.2031'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 96.2031;Logosyllabic;Akkadian;20 x 20 x 13;;;;
RS;['96.2032A'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 96.2032A;Logosyllabic;Akkadian;62 x 34 x 13;;;;
RS;['96.2032B'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 96.2032B;Logosyllabic;Akkadian;38 x 39 x 12;;;;
RS;['96.2040'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8110;House of Urtenu;;Quartier Sud Centre;;;RS 96.2040;Logosyllabic;Akkadian;45 x 55 x 26;;;;
RS;['96.2043'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 96.2043;Logosyllabic;Akkadian;60 x 16 x 19;;;;
RS;['96.2044'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8112;House of Urtenu;;Quartier Sud Centre;;;RS 96.2044;Logosyllabic;Akkadian;73 x 82 x 30;;;;
RS;['96.2033'];;;Tablet;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;;;;30 x 18 x 21;;;;
RS;['5.222', '1-11.[121]', '1-11.[121]=5.222'];;;Tablet, Alphabetic Ugaritic;;Tablet;AO 25.175;Acropolis;;Acropole «Tr. T IV p.t. 81-82 ? 1,0-1,20» (=p.t. 484/486);;;RS 5.222;Alphabetic;Ugaritic;14 x 15 x 4;7.228;;;
RS;['96.2045'];;;Tablet, Logosyllabic Akkadian;;Tablet;DO 8113;House of Urtenu;;Quartier Sud Centre;;;RS 96.2045;Logosyllabic;Akkadian;30 x 62 x 21;;;;
RS;['96.2041'];;;Tablet;;Tablet;;House of Urtenu;;Quartier Sud Centre;;;RS 96.2041;;;;;;;
RS;['1-11.[120]', '5.223', '1-11.[120]=5.223'];;;Tablet, Alphabetic Ugaritic;;Tablet;AO 25.175;Acropolis;;Acropole «Tr. T IV p.t. 81-82» (=p.t. 484/486);;;RS 5.223;Alphabetic;Ugaritic;16 x 15 x 8;7.229;;;
RS;['96.2046'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 96.2046;Logosyllabic;Akkadian;32 x 42 x 12;;;;
RS;['96.2047'];;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Urtenu;;Quartier Sud Centre;;;RS 96.2047;Logosyllabic;Akkadian;80 x 49 x 17;;;;
